License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
290209,1309,PINE AVE                    ,NIAGARA FALLS     ,NY,14301,5000
727416,1953,FASHION OUTLET BLVD     ,NIAGARA FALLS     ,NY,14304,1200
710206,153,7TH ST                       ,GARDEN CITY       ,NY,11530,1500
283776,324,JERICHO TPKE                 ,FLORAL PARK       ,NY,11001,1200
282071,1596,UNION TPK                   ,NEW HYDE PARK     ,NY,11040,4000
708908,225,WEST OLD COUNTRY RD          ,HICKSVILLE        ,NY,11801,1500
702735,87,BROADWAY                      ,HICKSVILLE        ,NY,11801,1500
282477,294,UNIONDALE AVE                ,UNIONDALE         ,NY,11553,1500
283642,114,OLD COUNTRY RD               ,MINEOLA           ,NY,11501,200
282608,55,E MERRICK RD                  ,VALLEY STREAM     ,NY,11580,10000
283577,242,FRANKLIN AVE                 ,FRANKLIN SQUARE   ,NY,11010,3000
286740,29,CARPENTER ST                  ,GLEN COVE         ,NY,11542,1800
708925,357,NORTH MAIN ST                ,FREEPORT          ,NY,11520,2000
726015,1104,NIAGARA STREET              ,NIAGARA FALLS     ,NY,14303,2500
290434,1577,MILITARY RD         ,NIAGARA FALLS     ,NY,14304,500
717015,6,OCONNELL ISLAND                ,WILSON            ,NY,14172,200
281761,113,N FRANKLIN ST        ,HEMPSTEAD         ,NY,11550,2500
723109,2917,PINE AVE                ,NIAGARA FALLS     ,NY,14301,1000
713598,916,OLD COUNTRY RD               ,GARDEN CITY       ,NY,11530,0
283385,90,HORACE HARDING BLVD     ,GREAT NECK        ,NY,11020,6750
713120,720,HILLSIDE AVE                 ,NEW HYDE PARK     ,NY,11040,500
709444,93,MAIN ST                       ,PORT WASHINGTON   ,NY,11050,1000
283214,244,LINDEN BLVD                  ,ELMONT            ,NY,11003,1000
283346,15,OLD COUNTRY RD                ,WESTBURY          ,NY,11590,11058
287828,3147,LAWSON BLVD                 ,OCEANSIDE         ,NY,11572,1000
282504,2425,JERSALEM AVE                ,N BELLMORE        ,NY,11710,600
290012,4312,CHURCH RD             ,LOCKPORT          ,NY,14094,700
283645,90,HORACE HARDING BLVD   ,GREAT NECK        ,NY,11020,200
282252,400,HILLSIDE AVE           ,WILLISTON PARK    ,NY,11596,16000
280567,210,SOUTH BROADWAY               ,HICKSVILLE        ,NY,11801,15000
295177,890,CENTER ST            ,LEWISTON          ,NY,14092,1000
713320,605,WOODFIELD RD             ,WEST HEMPSTEAD    ,NY,11552,200
727431,40,LOCUST ST                     ,LOCKPORT          ,NY,14094,0
283422,700,WOODFIELD RD                 ,WEST HEMPSTEAD    ,NY,11552,10000
283063,210,GREENWICH ST                 ,HEMPSTEAD         ,NY,11550,900
714266,1641,HEMPSTEAD TPKE              ,ELMONT            ,NY,11003,0
283641,37,HICKSVILLE RD           ,MASSAPEQUA        ,NY,11758,500
283078,2474,HEMPSTEAD TPK               ,EAST MEADOW       ,NY,11554,13650
290273,1201,LINCOLN AVE                 ,LOCKPORT          ,NY,14094,5800
714586,2820,JERUSALEM AVE           ,BELLMORE          ,NY,11710,300
728080,925,PINE AVE                 ,NIAGARA FALLS     ,NY,14301,2200
283425,300,W SUNRISE HWY                ,VALLEY STREAM     ,NY,11580,0
282294,36,SEA CLIFF AVE                 ,GLEN COVE         ,NY,11542,600
282394,2914,LONG BEACH RD               ,OCEANSIDE         ,NY,11572,7500
280666,173,FRANKLIN AVE                 ,FRANKLIN SQUARE   ,NY,11010,1200
282072,8,HARBOR LANE                    ,MASSAPEQUA PARK   ,NY,11762,4000
702884,331,MERRICK AVE                  ,EAST MEADOW       ,NY,11554,1500
283070,112,7TH ST                       ,GARDEN CITY       ,NY,11530,1400
283541,315,ROCKAWAY TPKE                ,LAWRENCE          ,NY,11559,1300
300459,1201,MOHAWK ST                   ,UTICA             ,NY,13501,600
282485,267,W PARK AVE                   ,LONG BEACH        ,NY,11561,1500
280118,55,GUY LOMBARDO AVE              ,FREEPORT          ,NY,11520,2000
305514,1262,CULVER AVE          ,UTICA             ,NY,13501,1200
281288,125,SPRUCE ST                    ,CEDARHURST        ,NY,11516,2000
712742,1805,N CENTRAL AVE               ,VALLEY STREAM     ,NY,11580,22000
728012,890,CENTER ST                    ,LEWISTON          ,NY,14092,2000
712205,676,GLEN COVE RD                 ,GLEN HEAD         ,NY,11545,900
708938,2378,GRAND AVE                   ,BALDWIN           ,NY,11510,925
283459,177,ATLANTIC AVE           ,FREEPORT          ,NY,11520,500
283041,10,JAMES BURRELL AVE             ,HEMPSTEAD         ,NY,11550,1200
283780,701,PROSPECT AVE                 ,WESTBURY          ,NY,11590,6000
724720,5985,S TRANSIT RD                ,LOCKPORT          ,NY,14094,0
280251,400,JERICHO TPKE                 ,NEW HYDE PARK     ,NY,11040,500
702617,4030,MERRICK RD                  ,SEAFORD           ,NY,11783,250
300684,804-806,FLOYD AVE                ,ROME              ,NY,13440,0
290237,2202,HYDE PARK BLVD              ,NIAGARA FALLS     ,NY,14305,1500
305646,400,N JAMES ST                   ,ROME              ,NY,13440,2000
282085,981,HEMPSTEAD TPKE               ,FRANKLIN SQUARE   ,NY,11010,0
282590,1142,MERRICK AVE         ,MERRICK           ,NY,11566,1000
288106,311,GUY LOMBARDO AVE       ,FREEPORT          ,NY,11520,1000
283471,382,MAIN ST                      ,PORT WASHINGTON   ,NY,11050,1500
281633,225-08,JERICHO TPKE              ,FLORAL PARK       ,NY,11001,2200
706374,2951,LONG BEACH RD               ,OCEANSIDE         ,NY,11572,5000
709853,400,S OYSTER BAY RD        ,HICKSVILLE        ,NY,11801,1000
716247,5254,W SENECA ST                 ,VERNON            ,NY,13476,3500
280921,999,CORPORATE DR                 ,WESTBURY          ,NY,11590,140000
724521,908,NIAGARA FALLS BLVD SUITE 106 ,NORTH TONAWANDA   ,NY,14120,23000
729222,700,OLIVER ST                    ,NORTH TONAWANDA   ,NY,14120,1500
282918,290,GREENWICH ST                 ,HEMPSTEAD         ,NY,11550,900
283521,254,ELMONT RD                ,ELMONT            ,NY,11003,1500
702708,455,ATLANTIC AVE                 ,EAST ROCKAWAY     ,NY,11518,800
280560,548,CENTRAL AVE                  ,BETHPAGE          ,NY,11714,1000
290573,8401,RIDGE RD                    ,GASPORT           ,NY,14067,1500
283640,246,HEMPSTEAD AVE                ,LYNBROOK          ,NY,11563,15000
283469,1319,BROADWAY                    ,HEWLETT           ,NY,11557,2200
715152,190,JERICHO TPK              ,SYOSSET           ,NY,11791,3000
283251,426,PLANDOME RD                  ,MANHASSET         ,NY,11030,450
283348,217,GLEN ST                      ,GLEN COVE         ,NY,11542,4000
282845,373,MERRICK AVE          ,MERRICK           ,NY,11566,10000
300522,187,N MAIN ST            ,ORISKANY FALLS    ,NY,13425,1500
722275,3301,HYDE PARK BLVD              ,NIAGARA FALLS     ,NY,14305,3000
286940,2119,WANTAGH AVE                 ,WANTAGH           ,NY,11793,1300
280382,39,W MAIN ST                     ,OYSTER BAY        ,NY,11771,4100
282105,255,WOODCLEFT AVE                ,FREEPORT          ,NY,11520,2500
283127,1,POWERHOUSE RD                  ,ROSLYN HEIGHTS    ,NY,11577,800
702268,1000,HICKSVILLE RD         ,MASSAPEQUA        ,NY,11758,1000
290210,791,CENTER ST                    ,LEWISTON          ,NY,14092,5000
281165,3367,HILLSIDE AVE        ,NEW HYDE PARK     ,NY,11040,15000
283529,880,JERUSALEM AVE          ,UNIONDALE         ,NY,11553,1200
283335,633,JERICHO TPKE                 ,SYOSSET           ,NY,11791,1200
709067,685,LAKE ST RT 425               ,WILSON            ,NY,14172,9200
713377,124,E JERICHO TPKE               ,MINEOLA           ,NY,11501,1200
283649,129,BROADWAY                     ,FREEPORT          ,NY,11520,1200
287791,878,JERUSALEM AVE                ,UNIONDALE         ,NY,11553,2500
708699,1561,NORTH CENTRAL AVE           ,VALLEY STREAM     ,NY,11580,1000
708166,1955,HEMPSTEAD TPK               ,EAST MEADOW       ,NY,11554,900
290327,2910,HYDE PARK BLVD              ,NIAGARA FALLS     ,NY,14305,1500
300552,13,W PARK ROW              ,CLINTON           ,NY,13323,0
283572,330,CENTRAL AVE                  ,LAWRENCE          ,NY,11559,10000
283200,633,MERRICK RD               ,LYNBROOK          ,NY,11563,4000
282910,93,MAIN ST                       ,EAST ROCKAWAY     ,NY,11518,1000
283126,3736,MERRICK RD                  ,SEAFORD           ,NY,11783,500
282473,159,BALDWIN RD                   ,HEMPSTEAD         ,NY,11550,1300
283082,406,S OYSTER BAY RD              ,HICKSVILLE        ,NY,11801,10000
287263,533-541,WILLIS AVE               ,WILLISTON PARK    ,NY,11596,2000
282897,115,JERICHO TPK              ,JERICHO           ,NY,11753,2000
290582,2620,NIAGARA ST              ,NIAGARA FALLS     ,NY,14303,2500
283619,129A,HENRY ST                    ,HEMPSTEAD         ,NY,11550,1500
290150,906,CENTER ST              ,LEWISTON          ,NY,14092,48000
711928,139,E MAIN ST                    ,WATERVILLE        ,NY,13480,0
286212,320,SUNRISE HWY                  ,ROCKVILLE CENTRE  ,NY,11570,4800
283427,71,"MAIN ST, UNIT B               ",HEMPSTEAD         ,NY,11550,900
283198,530,CHERRY LANE                  ,FLORAL PARK       ,NY,11001,2000
280173,361,WILLIS AVE                   ,ROSLYN HEIGHTS    ,NY,11577,4000
290546,3949,LOCKPORT OLCOTT RD          ,LOCKPORT          ,NY,14094,25
283190,26,MAIN ST                       ,PORT WASHINGTON   ,NY,11050,1500
712070,275,S BROADWAY               ,HICKSVILLE        ,NY,11801,10000
283508,393A,CLINTON ST                  ,HEMPSTEAD         ,NY,11550,1200
711326,175,FULTON AVE                   ,HEMPSTEAD         ,NY,11550,4000
709459,533,NASSAU RD                    ,ROOSEVELT         ,NY,11575,1000
283397,374,ROSLYN RD                    ,ROSLYN HEIGHTS    ,NY,11577,100
281166,3850,HEMPSTEAD TPKE              ,LEVITTOWN         ,NY,11756,136000
283182,5601,MERRICK RD          ,MASSAPEQUA        ,NY,11758,23000
290451,7105,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,5200
713956,236-01,LINDEN BLVD               ,ELMONT            ,NY,11003,800
283220,472,S BROADWAY                   ,HICKSVILLE        ,NY,11801,1000
283706,50,W SUNRISE HWY                 ,VALLEY STREAM     ,NY,11581,1000
283604,3350,HILLSIDE AVE        ,NEW HYDE PARK     ,NY,11040,20000
280708,18,MOTT AVE                      ,INWOOD            ,NY,11096,3000
283333,2680,JERUSALEM AVE               ,NORTH BELLMORE    ,NY,11710,1200
290287,969,PAYNE AVE                    ,N TONAWANDA       ,NY,14120,8000
290024,7804,BUFFALO AVE                 ,NIAGARA FALLS     ,NY,14304,7000
283066,428,WOODBURY RD                  ,PLAINVIEW         ,NY,11803,2000
283177,100,N FRANKLIN ST                ,HEMPSTEAD         ,NY,11550,3000
713599,884,W BEACH ST                   ,LONG BEACH        ,NY,11561,1700
716207,1216,FRANCIS ST                  ,UTICA             ,NY,13502,1200
715887,9202,RIDGE RD                    ,MIDDLEPORT        ,NY,14105,2500
283586,973,NORTHERN BLVD                ,GREAT NECK        ,NY,11021,5000
287056,428,S OYSTER BAY RD              ,HICKSVILLE        ,NY,11801,1000
286976,72,MIDDLE NECK RD                ,GREAT NECK        ,NY,11021,1500
282749,1181,WILLIS AVE                  ,ALBERTSON         ,NY,11507,700
283402,3359,LONG BEACH RD         ,OCEANSIDE         ,NY,11572,500
722734,2429,MILITARY RD                 ,NIAGARA FALLS     ,NY,14304,17200
709082,1000,COURT ST                    ,UTICA             ,NY,13502,0
281764,413,JERUSALEM AVE                ,HICKSVILLE        ,NY,11801,3000
280329,3285,HEMPSTEAD TPKE              ,LEVITTOWN         ,NY,11756,200
282615,73,PLANDOME RD                   ,MANHASSET         ,NY,11030,2000
283777,1328,HICKSVILLE RD               ,NORTH MASSAPEQUA  ,NY,11758,3500
711698,214,ROCKAWAY AVE                 ,VALLEY STREAM     ,NY,11580,10000
282758,971,NASSAU RD                    ,UNIONDALE         ,NY,11553,7500
713111,2712,HIGHLAND AVE                ,NIAGARA FALLS     ,NY,14305,1200
282329,148,MANETTO HILL RD              ,PLAINVIEW         ,NY,11803,1200
281174,269,PINE HOLLOW RD               ,OYSTER BAY        ,NY,11771,4000
285433,8045,JERICHO TPKE                ,WOODBURY          ,NY,11797,1000
711991,1146,ERIE BLVD W             ,ROME              ,NY,13440,0
285513,151,COVERT AVE               ,FLORAL PARK       ,NY,11001,25000
713173,3041,HEMPSTEAD TPKE              ,LEVITTOWN         ,NY,11756,100
286057,598,STEWART AVE                  ,BETHPAGE          ,NY,11714,35000
711450,20,SHERIDAN BLVD                 ,INWOOD            ,NY,11096,1500
288607,605,ROCKAWAY TPKE        ,LAWRENCE          ,NY,11559,150000
281624,2101,NORTHERN BLVD               ,MUNSEY PARK       ,NY,11030,250
280072,335,MAIN ST                  ,FARMINGDALE       ,NY,11735,5000
283122,510,MIDDLE NECK RD           ,GREAT NECK        ,NY,11023,12000
711224,2820,JERUSALEM AVE         ,BELLMORE          ,NY,11710,15000
283741,940,NASSAU RD                    ,UNIONDALE         ,NY,11553,1000
283533,200,S OYSTER BAY RD      ,SYOSSET           ,NY,11791,800
283213,1442,WANTAGH AVE                 ,WANTAGH           ,NY,11793,500
283236,343,S BROADWAY                   ,HICKSVILLE        ,NY,11801,700
283526,538,JERUSALEM AVE                ,UNIONDALE         ,NY,11553,1000
722913,402,CENTER STREET UNIT 7     ,LEWISTON          ,NY,14092,900
283492,840,CARMAN AVE                   ,WESTBURY          ,NY,11590,1500
282440,95,OLD COUNTRY RD                ,CARLE PLACE       ,NY,11514,80000
709697,1970,HEMPSTEAD TPK               ,EAST MEADOW       ,NY,11554,12000
283043,652,HEMPSTEAD TPK                ,FRANKLIN SQUARE   ,NY,11010,11000
708870,351,HEMPSTEAD AVE                ,WEST HEMPSTEAD    ,NY,11552,1000
300652,1633,ONEIDA ST                   ,UTICA             ,NY,13501,20000
295214,5869,S TRANSIT RD                ,LOCKPORT          ,NY,14094,75000
283381,630,OLD COUNTRY RD               ,GARDEN CITY       ,NY,11530,100
283593,655,NORTHERN BLVD                ,GREAT NECK        ,NY,11021,500
283755,492,ATLANTIC AVE                 ,FREEPORT          ,NY,11520,4300
282467,3608,MERRICK RD                  ,SEAFORD           ,NY,11783,1000
713045,53,BLOOMINGDALE ROAD             ,HICKSVILLE        ,NY,11801,1500
290441,7373,ROCHESTER RD          ,LOCKPORT          ,NY,14094,3200
714180,129,POST AVE                     ,WESTBURY          ,NY,11590,2000
288597,3457,MERRICK RD                  ,WANTAGH           ,NY,11793,5000
281412,779,W MERRICK RD                 ,VALLEY STREAM     ,NY,11580,800
290046,1202,PINE AVE                    ,NIAGARA FALLS     ,NY,14301,13450
287711,621-623,MIDDLE NECK RD           ,GREAT NECK        ,NY,11023,4000
282570,2138,HEMPSTEAD TPKE              ,EAST MEADOW       ,NY,11554,2000
290010,1911,FERRY ST                    ,NIAGARA FALLS     ,NY,14301,2000
283747,225,HEMPSTEAD TPKE               ,WEST HEMPSTEAD    ,NY,11552,3000
282259,1220,OLD COUNTRY RD              ,WESTBURY          ,NY,11590,110000
704536,444,WOODBURY RD              ,PLAINVIEW         ,NY,11803,200
707455,740,OLD BETHPAGE RD              ,OLD BETHPAGE      ,NY,11804,2000
280056,481,BROADWAY MALL                ,HICKSVILLE        ,NY,11801,1200
287198,761,HEMPSTEAD TPKE               ,FRANKLIN SQUARE   ,NY,11010,2400
287072,92,OLD COUNTRY RD                ,WESTBURY          ,NY,11590,2000
282128,1550,MEADOW BROOK RD             ,MERRICK           ,NY,11566,1100
283040,3615,MERRICK RD                  ,SEAFORD           ,NY,11783,1200
283692,491B,BELLMORE AVE                ,E MEADOW          ,NY,11554,9000
706133,250-80,JERICHO TURNPIKE 80   ,FLORAL PARK       ,NY,11001,10000
283756,98,JERICHO TPKE                  ,JERICHO           ,NY,11753,600
712520,797,OLD COUNTRY RD               ,PLAINVIEW         ,NY,11803,400
282400,93,FOREST AVE                    ,GLEN COVE         ,NY,11542,0
280400,127,SUNRISE HWY                  ,ROCKVILLE CENTRE  ,NY,11570,43000
290400,4434,VAN DUSEN RD                ,LOCKPORT          ,NY,14094,4800
710837,605,WOODFIELD RD           ,WEST HEMPSTEAD    ,NY,11552,35000
283332,3274,LONG BEACH RD           ,OCEANSIDE         ,NY,11572,1500
712044,260,VOICE RD                 ,CARLE PLACE       ,NY,11514,0
283707,757A,FOXHURST RD                 ,BALDWIN           ,NY,11510,2500
290017,130,WASHBURN ST                  ,LOCKPORT          ,NY,14094,17800
714646,15,TULIP AVE                     ,FLORAL PARK       ,NY,11001,1500
300398,1924,GENESEE ST                  ,UTICA             ,NY,13502,9000
282881,945,WILLIS AVE                   ,ALBERTSON         ,NY,11507,300
283715,393,S MAIN ST                    ,FREEPORT          ,NY,11520,7500
283439,06-Aug,SOUTH PARK AVE               ,ROCKVILLE CENTRE  ,NY,11570,1000
282956,177A,W MERRICK RD          ,FREEPORT          ,NY,11520,1200
714632,1580,MILITARY RD             ,NIAGARA FALLS     ,NY,14304,140000
285218,230,ROCKAWAY AVE                 ,VALLEY STREAM     ,NY,11580,3200
712552,15,BERRY HILL RD                 ,SYOSSET           ,NY,11791,750
281231,2090,HILLSIDE AVE            ,NEW HYDE PARK     ,NY,11040,2200
283168,17,EAST JERICHO TPK          ,MINEOLA           ,NY,11501,5000
282417,850,HEMPSTEAD TRNPK              ,FRANKLIN SQUARE   ,NY,11010,0
703050,910,OLD COUNTRY RD         ,GARDEN CITY       ,NY,11530,12900
300488,208,HERKIMER RD                  ,UTICA             ,NY,13502,2000
283634,870,FRANKLIN AVE           ,GARDEN CITY       ,NY,11530,100
708733,499,CONKLYN ST                   ,FARMINGDALE       ,NY,11735,1000
705665,373,MEACHAM AVE                  ,ELMONT            ,NY,11003,1000
280077,682,SUNRISE HWY                  ,BALDWIN           ,NY,11510,1500
707311,1080,W BEECH ST                  ,LONG BEACH        ,NY,11561,6000
282808,262,BAYVILLE AVE         ,BAYVILLE          ,NY,11709,4000
280047,60,MAIN ST                       ,EAST ROCKAWAY     ,NY,11518,0
280597,870,NASSAU RD                    ,UNIONDALE         ,NY,11553,1000
290431,3435,NEW RD                      ,RANSOMVILLE       ,NY,14131,1000
704648,94-96,W MERRICK RD               ,FREEPORT          ,NY,11520,1200
286830,68,BAYVILLE AVE            ,BAYVILLE          ,NY,11709,20000
710059,345,HEMPSTEAD AVE          ,MALVERNE          ,NY,11565,1000
283046,2540,MERRICK RD              ,BELLMORE          ,NY,11710,2000
709993,145,W SUNRISE HWY          ,FREEPORT          ,NY,11520,0
710904,63,MINEOLA AVE                   ,ROSLYN HEIGHTS    ,NY,11577,1800
283295,1027,FRONT ST                    ,UNIONDALE         ,NY,11553,1000
281771,419,JERUSALEM AVE                ,HICKSVILLE        ,NY,11801,700
282894,2156,GRAND AVE                   ,BALDWIN           ,NY,11510,1600
283398,149,N PARK AVE                   ,ROCKVILLE CENTRE  ,NY,11570,1100
287440,124,PARK AVE                     ,ROOSEVELT         ,NY,11575,1800
283249,307,N BROADWAY                   ,JERICHO           ,NY,11753,5000
703821,503,S FRANKLIN ST                ,HEMPSTEAD         ,NY,11550,2000
281371,27,JACKSON AVE                   ,SYOSSET           ,NY,11791,3200
727318,6421,CAMPBELL BLVD               ,LOCKPORT          ,NY,14094,2500
704912,28,OLD FALLS ST                  ,NIAGARA FALLS     ,NY,14303,2700
283026,58,SHORE RD              ,GLENWOOD LANDING  ,NY,11547,0
283773,4305,AUSTIN BLVD                 ,ISLAND PARK       ,NY,11558,700
282458,621,PORT WASHINGTON BLVD         ,PORT WASHINGTON   ,NY,11050,1100
283739,99,FOREST AVE                ,LOCUST VALLEY     ,NY,11560,1500
295337,7726,CHESTNUT RIDGE              ,LOCKPORT          ,NY,14094,2000
713792,216,HENRY ST               ,HEMPSTEAD         ,NY,11550,5000
287988,1,HICKSVILLE RD                  ,MASSAPEQUA        ,NY,11758,1000
280895,369,N CENTRAL AVE                ,VALLEY STREAM     ,NY,11580,2000
283017,653,HILLSIDE AVE                 ,NEW HYDE PARK     ,NY,11040,300
709064,5389,MERRICK RD              ,MASSAPEQUA        ,NY,11758,900
283334,573,JERICHO TPKE                 ,SYOSSET           ,NY,11791,2900
290246,1740,PINE AVE                    ,NIAGARA FALLS     ,NY,14301,25000
281778,1064,BROADWAY                    ,WOODMERE          ,NY,11598,1500
285743,2784,SUNRISE HWY                 ,BELLMORE          ,NY,11710,15000
283623,3750,JERUSALEM AVE           ,SEAFORD           ,NY,11783,1500
283799,26,W PARK AVE                    ,LONG BEACH        ,NY,11561,1500
728692,121,HERKIMER ROAD          ,UTICA             ,NY,13502,0
713155,263,BAYVILLE AVE                 ,BAYVILLE          ,NY,11709,1500
282519,3767,HEMPSTEAD TPK               ,LEVITTOWN         ,NY,11756,16000
281679,28,MAIN ST                       ,HEMPSTEAD         ,NY,11550,1000
283745,525,WESTBURY AVE                 ,CARLE PLACE       ,NY,11514,900
283810,100,MINEOLA AVE                  ,ROSLYN HEIGHTS    ,NY,11577,300
703522,148,W PARK AVE                   ,LONG BEACH        ,NY,11561,2000
729133,2310,HYDE PARK BLVD        ,NIAGARA FALLS     ,NY,14305,6000
290164,7414,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,115000
281357,588,OLD COUNTRY RD               ,WESTBURY          ,NY,11590,1000
280744,26,HEMPSTEAD TPKE            ,FARMINGDALE       ,NY,11735,2000
290308,459,S TRANSIT ST                 ,LOCKPORT          ,NY,14094,13800
280604,235,HILLSIDE AVE                 ,WILLISTON PARK    ,NY,11596,2000
282968,179,HEMPSTEAD AVE                ,WEST HEMPSTEAD    ,NY,11552,1500
290231,5353,WEST LAKE RD                ,BURT              ,NY,14028,2500
282559,670,PT WASHINGTON BLVD           ,PORT WASHINGTON   ,NY,11050,3000
282925,246-02,JERICHO TPKE              ,FLORAL PARK       ,NY,11001,900
708360,940,S MAIN ST                    ,FARMINGDALE       ,NY,11735,1000
705843,5127,MERRICK RD                  ,MASSAPEQUA PARK   ,NY,11762,6400
283401,351-355,MERRICK RD               ,ROCKVILLE CENTRE  ,NY,11570,10000
712494,118,NEWBRIDGE RD                 ,HICKSVILLE        ,NY,11801,1000
715018,2,HENDRICKSON AVE                ,LYNBROOK          ,NY,11563,1200
716839,402,CENTER ST UNIT #4            ,LEWISTON          ,NY,14092,600
702989,241-11,LINDEN BLVD               ,ELMONT            ,NY,11003,10000
283491,10,S STATION PLAZA               ,GREAT NECK        ,NY,11021,3500
707005,475,PORT WASHINGTON BLVD         ,PORT WASHINGTON   ,NY,11050,0
286811,5125,MERRICK RD                  ,MASSAPEQUA PARK   ,NY,11762,10000
283461,230B,POST AVE                    ,WESTBURY          ,NY,11590,1600
283787,168,GLEN COVE RD #C              ,CARLE PLACE       ,NY,11514,9200
707368,136,MANETTO HILL RD              ,PLAINVIEW         ,NY,11803,2000
283107,645,OLD COUNTRY RD               ,PLAINVIEW         ,NY,11803,500
300473,717,ARMORY DR                    ,UTICA             ,NY,13501,500
711420,127,SUNRISE HWY              ,ROCKVILLE CENTRE  ,NY,11570,250
283296,201,HEMPSTEAD TPKE               ,ELMONT            ,NY,11003,3000
281829,100,W MERRICK RD                 ,VALLEY STREAM     ,NY,11580,1400
282386,605,NORTHERN BLVD                ,GREAT NECK        ,NY,11021,750
283695,111,HEMPSTEAD TPKE               ,WEST HEMPSTEAD    ,NY,11552,25000
722336,8605,TURIN RD                    ,ROME              ,NY,13440,600
281802,35,COVERT AVE                    ,FLORAL PARK       ,NY,11001,1200
722780,611,SOUTH STREET             ,UTICA             ,NY,13501,600
720824,1905,FASHION OUTLET BLVD #404 #,NIAGARA FALLS     ,NY,14304,1200
305445,2000,BLEECKER ST                 ,UTICA             ,NY,13501,1500
703640,4601,AUSTIN BLVD           ,ISLAND PARK       ,NY,11558,40000
706974,3335,HEMPSTEAD TPKE              ,LEVITTOWN         ,NY,11756,0
283606,37,HICKSVILLE RD           ,MASSAPEQUA        ,NY,11758,22000
283196,465,PLANDOME RD                  ,MANHASSET         ,NY,11030,35000
283626,126,MILL RD                      ,VALLEY STREAM     ,NY,11581,1500
283001,2950,MERRICK RD.                 ,BELLMORE          ,NY,11710,3000
709676,300,DUFFY AVE              ,HICKSVILLE        ,NY,11801,120000
281669,814,HEMPSTEAD AVE            ,WEST HEMPSTEAD    ,NY,11552,10000
282754,50,CHERRY VALLEY AVE       ,W HEMPSTEAD       ,NY,11552,20000
281211,929,N BROADWAY                   ,MASSAPEQUA        ,NY,11758,7000
282642,1017,WOODFIELD RD                ,WEST HEMPSTEAD    ,NY,11552,2000
283025,3253,SUNRISE HWY                 ,WANTAGH           ,NY,11793,1000
300419,35,MAIN ST                       ,CAMDEN            ,NY,13316,0
283736,1761,GRAND AVE                   ,BALDWIN           ,NY,11510,900
290324,8337,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,1065
290527,2703,20TH ST                     ,NIAGARA FALLS     ,NY,14305,1000
704749,275,PINE HOLLOW RD               ,OYSTER BAY        ,NY,11771,250
711481,138,ROCKAWAY AVE                 ,VALLEY STREAM     ,NY,11580,1200
282543,370,S BAYVIEW AVE                ,FREEPORT          ,NY,11520,2500
717347,4,SCOTT ST                   ,YOUNGSTOWN        ,NY,14174,1500
280286,1285,HEMPSTEAD TPKE              ,ELMONT            ,NY,11003,2000
281840,675,WILLIS AVE                   ,WILLISTON PARK    ,NY,11596,800
282399,3993,AUSTIN BLVD             ,ISLAND PARK       ,NY,11558,1200
703912,246,HEMPSTEAD AVE                ,LYNBROOK          ,NY,11563,400
290222,6470,CAMPBELL BLVD               ,LOCKPORT          ,NY,14094,2500
300453,1024,WEBSTER AVE                 ,UTICA             ,NY,13501,2000
286098,361,WOODCLEFT AVE                ,FREEPORT          ,NY,11520,2000
287100,401,FULTON AVE                   ,HEMPSTEAD         ,NY,11550,11200
283330,713,ATLANTIC AVE             ,BALDWIN           ,NY,11510,4000
712880,1055,LAKE RD                 ,YOUNGSTOWN        ,NY,14174,1300
288338,910,W MERRICK RD             ,VALLEY STREAM     ,NY,11580,2000
703045,400,S BROADWAY                   ,HICKSVILLE        ,NY,11801,350
283659,389,A FULTON AVE                 ,HEMPSTEAD         ,NY,11550,1200
715159,1967,FASHION OUTLET BLVD     ,NIAGARA FALLS     ,NY,14304,800
712086,240,MAIN ST                      ,HEMPSTEAD         ,NY,11550,4200
711200,3237,LONG BEACH RD               ,OCEANSIDE         ,NY,11572,1300
722237,2956,SAUNDERS SETTLEMENT RD      ,SANBORN           ,NY,14132,8000
282211,203,SUNRISE HWY                  ,MERRICK           ,NY,11566,1700
709359,2805,N JERUSALEM RD              ,EAST MEADOW       ,NY,11554,500
283545,1291,PENINSULA BLVD          ,HEWLETT           ,NY,11557,1200
283061,238,EAST SUNRISE HIGHWAY     ,FREEPORT          ,NY,11520,2000
707732,319,NORTHWEST DR             ,FARMINGDALE       ,NY,11735,1150
702089,935,ROSEDALE RD                  ,VALLEY STREAM     ,NY,11581,10000
290035,6616,LINCOLN AVE                 ,LOCKPORT          ,NY,14094,15000
714808,1504,OLD COUNTRY RD. UNIT 1      ,WESTBURY          ,NY,11590,200
283793,1206,BELLMORE AVE                ,N BELLMORE        ,NY,11710,500
711219,4842,SUNRISE HWY                 ,MASSAPEQUA PARK   ,NY,11762,1800
283811,800,W BEECH ST                   ,LONG BEACH        ,NY,11561,0
704730,820,HEMPSTEAD AVE                ,WEST HEMPSTEAD    ,NY,11552,1500
290429,337,LAKE ST              ,WILSON            ,NY,14172,13000
283331,975,N BROADWAY                   ,MASSAPEQUA        ,NY,11758,500
290374,5756,SOUTH TRANSIT RD            ,LOCKPORT          ,NY,14094,1500
