License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
672121,111,N 3RD ST                     ,BROOKLYN          ,NY,11249,0
670465,596,MYRTLE AVE                   ,BROOKLYN          ,NY,11205,2000
618315,430,AVENUE P                     ,BROOKLYN          ,NY,11223,3500
711539,965,SUTTER AVE                   ,BROOKLYN          ,NY,11208,800
706941,1657,BEDFORD AVE                 ,BROOKLYN          ,NY,11225,1600
713289,7402,13TH AVE                    ,BROOKLYN          ,NY,11228,1700
711682,330,LIVINGSTON ST                ,BROOKLYN          ,NY,11217,300
714034,450,FLATBUSH AVE             ,BROOKLYN          ,NY,11225,0
672023,43,BOGART ST UNIT D          ,BROOKLYN          ,NY,11206,0
613005,1205-1215,SUTTER AVE             ,BROOKLYN          ,NY,11208,10000
616771,414,FLUSHING AVE                 ,BROOKLYN          ,NY,11205,3500
708396,351,TROY AVE                     ,BROOKLYN          ,NY,11213,1500
705795,4502,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11219,800
705491,630,FLUSHING AVE             ,BROOKLYN          ,NY,11206,1000
710727,2535,86TH ST                 ,BROOKLYN          ,NY,11214,0
703908,1722,BATH AVE                    ,BROOKLYN          ,NY,11214,1500
711618,7402,5TH AVE                     ,BROOKLYN          ,NY,11209,2000
708781,678,MANHATTAN AVE                ,BROOKLYN          ,NY,11222,1200
709131,1907,CROPSEY AVE                 ,BROOKLYN          ,NY,11214,1000
703330,1818,CHURCH AVE                  ,BROOKLYN          ,NY,11226,500
708412,829,GATES AVE                    ,BROOKLYN          ,NY,11221,800
702465,533A,OCEAN AVE                   ,BROOKLYN          ,NY,11226,600
711742,938B,4TH AVE                     ,BROOKLYN          ,NY,11232,1500
704825,64,WILLOUGHBY ST                 ,BROOKLYN          ,NY,11201,15000
703500,2101,AVENUE U                    ,BROOKLYN          ,NY,11229,1800
709491,2552,LINDEN BLVD                 ,BROOKLYN          ,NY,11208,2500
707270,69,GRAHAM AVE                    ,BROOKLYN          ,NY,11206,5000
671913,73,BUSHWICK AVE                  ,BROOKLYN          ,NY,11211,1000
610942,3912,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11218,1300
616273,1364,CONEY ISLAND AVE            ,BROOKLYN          ,NY,11230,1200
712709,158,VAN BUREN ST                 ,BROOKLYN          ,NY,11221,2000
671591,1838,NORSTRAND AVE               ,BROOKLYN          ,NY,11226,10000
672219,842,ROCKAWAY AVE                 ,BROOKLYN          ,NY,11212,10000
612679,88,WASHINGTON AVE                ,BROOKLYN          ,NY,11205,5000
708235,299,HALSEY ST                    ,BROOKLYN          ,NY,11216,1300
712754,1622,CORTELYOU RD                ,BROOKLYN          ,NY,11226,0
672267,1251,SUTTER AVE                  ,BROOKLYN          ,NY,11208,200
706051,198,KNICKERBOCKER AVE            ,BROOKLYN          ,NY,11237,1500
711247,2757,PITKIN AVE                  ,BROOKLYN          ,NY,11208,1000
709972,6923,20TH AVE                    ,BROOKLYN          ,NY,11204,1400
671958,702,AVENUE U                     ,BROOKLYN          ,NY,11223,2000
711688,2712,GERRITSEN AVE               ,BROOKLYN          ,NY,11229,2000
707423,1804,AVENUE M                    ,BROOKLYN          ,NY,11230,600
714882,392,NEPTUNE AVE                  ,BROOKLYN          ,NY,11235,0
670932,1318,AVENUE J                    ,BROOKLYN          ,NY,11230,1800
705073,1202,AVENUE Z                    ,BROOKLYN          ,NY,11235,1000
709672,39-08,5TH AVE                    ,BROOKLYN          ,NY,11232,1000
708400,5113,13TH AVE                    ,BROOKLYN          ,NY,11219,1200
704455,1601,MCDONALD AVENUE         ,BROOKLYN          ,NY,11230,1000
714342,1792,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,1200
705036,780,METROPOLITAN AVE             ,BROOKLYN          ,NY,11211,1000
672116,5916,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11219,1100
615105,618,LIVONIA AVE                  ,BROOKLYN          ,NY,11207,500
672082,309,UTICA AVE                    ,BROOKLYN          ,NY,11213,800
702252,1764,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,1000
670066,233,ELDERT ST                    ,BROOKLYN          ,NY,11207,1500
704421,8506,BAY PARKWAY                 ,BROOKLYN          ,NY,11214,1500
705065,1107,DUMONT AVE                  ,BROOKLYN          ,NY,11208,1000
703546,648,WASHINGTON AVE               ,BROOKLYN          ,NY,11238,8000
619427,658,E 3RD ST                     ,BROOKLYN          ,NY,11218,900
707646,3910,4TH AVE                     ,BROOKLYN          ,NY,11232,500
703229,1134,E NEW YORK AVE              ,BROOKLYN          ,NY,11212,4000
707552,723,AVENUE U                     ,BROOKLYN          ,NY,11223,2000
711455,789,MCDONALD AVE                 ,BROOKLYN          ,NY,11218,0
611492,9257,4TH AVE                     ,BROOKLYN          ,NY,11209,1000
708240,350,IRVING AVE                   ,BROOKLYN          ,NY,11237,800
703155,5709,8TH AVE                     ,BROOKLYN          ,NY,11220,2000
706239,1717,FOSTER AVE                  ,BROOKLYN          ,NY,11230,2120
707541,630,FLUSHING AVE SUITE 650       ,BROOKLYN          ,NY,11206,300
616442,1595,CANARSIE RD                 ,BROOKLYN          ,NY,11236,1500
670964,175,VAN DYKE ST #325             ,BROOKLYN          ,NY,11231,7000
707006,187,YORK ST                      ,BROOKLYN          ,NY,11201,0
703964,284,UTICA AVE                    ,BROOKLYN          ,NY,11213,0
706003,388,NEPTUNE AVE                  ,BROOKLYN          ,NY,11235,1500
710283,244,11TH ST                      ,BROOKLYN          ,NY,11215,1500
619637,552,DRIGGS AVE                   ,BROOKLYN          ,NY,11211,800
672244,1011,ELTON ST                    ,BROOKLYN          ,NY,11208,1500
706847,6824,18TH AVE                    ,BROOKLYN          ,NY,11204,1000
610275,5024,CHURCH AVE                  ,BROOKLYN          ,NY,11203,3000
707622,6123,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,700
702473,6816,3RD AVE                     ,BROOKLYN          ,NY,11220,2000
708873,161,DIVISION AVE                 ,BROOKLYN          ,NY,11211,1200
712949,1068,MANHATTAN AVE               ,BROOKLYN          ,NY,11222,1500
708858,14,STARR ST                      ,BROOKLYN          ,NY,11221,600
711312,566,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,5000
711261,1016,RUTLAND RD                  ,BROOKLYN          ,NY,11212,2000
704943,294,KINGS HWY                    ,BROOKLYN          ,NY,11223,20000
711857,4702,7TH AVE                     ,BROOKLYN          ,NY,11220,1000
710898,997,BROADWAY                     ,BROOKLYN          ,NY,11221,5000
706678,576,RIDGEWOOD AVE                ,BROOKLYN          ,NY,11208,1500
671661,1508,AVENUE J                    ,BROOKLYN          ,NY,11230,1700
712839,356,ROGERS AVE                   ,BROOKLYN          ,NY,11225,0
706835,331,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,1200
618228,634B,GATES AVE                   ,BROOKLYN          ,NY,11221,5000
706018,971,FULTON ST                    ,BROOKLYN          ,NY,11238,1800
708425,121,GRAHAM AVE FL 1              ,BROOKLYN          ,NY,11206,5000
670487,7305,13TH AVE                    ,BROOKLYN          ,NY,11228,2000
615493,1307,FULTON ST                   ,BROOKLYN          ,NY,11216,4000
702022,1061,RALPH AVE                   ,BROOKLYN          ,NY,11236,2000
703733,495,KINGS HWY                    ,BROOKLYN          ,NY,11223,0
671956,1760,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,500
670814,306,86TH ST                      ,BROOKLYN          ,NY,11209,1000
711421,200,MOORE ST                     ,BROOKLYN          ,NY,11206,5000
705626,147,DIVISION AVE           ,BROOKLYN          ,NY,11211,1200
703731,170,COURT ST                     ,BROOKLYN          ,NY,11201,0
704983,1037,NOSTRAND AVE                ,BROOKLYN          ,NY,11225,1200
705460,1501,FOSTER AVE                  ,BROOKLYN          ,NY,11230,1200
705628,2319,65TH ST                     ,BROOKLYN          ,NY,11204,600
709292,734,DUMONT AVE                   ,BROOKLYN          ,NY,11207,1000
616067,5401,CHURCH AVE                  ,BROOKLYN          ,NY,11203,1800
713244,4102,AVENUE H                    ,BROOKLYN          ,NY,11210,1500
708705,116,GRAHAM AVE                   ,BROOKLYN          ,NY,11206,1500
706066,692,KNICKERBOCKER AVE            ,BROOKLYN          ,NY,11221,600
714287,631,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,1200
711112,213,UNION AVE                    ,BROOKLYN          ,NY,11211,800
670721,317,BRIGHTON BEACH AVE           ,BROOKLYN          ,NY,11235,2000
672105,2323,86TH ST                     ,BROOKLYN          ,NY,11214,1500
671981,321,CHURCH AVE                   ,BROOKLYN          ,NY,11218,1100
706844,4118-22,THIRD AVE                ,BROOKLYN          ,NY,11232,0
713379,167,RALPH AVENUE                 ,BROOKLYN          ,NY,11233,500
709016,1300,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,0
708983,142-144,DECATUR ST               ,BROOKLYN          ,NY,11233,0
671368,162,DRIGGS AVE                   ,BROOKLYN          ,NY,11222,900
706550,2605,CONEY ISLAND AVE        ,BROOKLYN          ,NY,11223,900
611327,200,GRAHAM AVE                   ,BROOKLYN          ,NY,11206,1500
714869,601,BRIGHTON BEACH AVE           ,BROOKLYN          ,NY,11235,1000
706459,1115,MANHATTAN AVE               ,BROOKLYN          ,NY,11222,16000
703062,769,BEDFORD AVE                  ,BROOKLYN          ,NY,11205,2000
708254,2811,OCEAN AVE                   ,BROOKLYN          ,NY,11229,500
708226,4302,14TH AVE                    ,BROOKLYN          ,NY,11219,1000
610132,9612,SEAVIEW AVE                 ,BROOKLYN          ,NY,11236,200
710913,214,3RD ST                   ,BROOKLYN          ,NY,11215,300
711609,8602,FLATLANDS AVE               ,BROOKLYN          ,NY,11236,1500
706103,344,CENTRAL AVE                  ,BROOKLYN          ,NY,11221,2000
709504,184,PARKSIDE AVE                 ,BROOKLYN          ,NY,11226,0
616773,3095,AVENUE U                    ,BROOKLYN          ,NY,11229,500
708815,279,WOODBINE ST                  ,BROOKLYN          ,NY,11221,1200
708825,1508,FULTON ST                   ,BROOKLYN          ,NY,11216,3000
672050,1612,E 16TH ST                   ,BROOKLYN          ,NY,11229,0
672078,37,NEWKIRK PLAZA                 ,BROOKLYN          ,NY,11226,1800
705518,603-605,BRIGHTON BEACH AVE       ,BROOKLYN          ,NY,11235,4000
707687,132,GRAHAM AVE                   ,BROOKLYN          ,NY,11206,2000
612561,1627,MERMAID AVE                 ,BROOKLYN          ,NY,11224,1000
709242,251,WYCKOFF AVE                  ,BROOKLYN          ,NY,11237,800
615469,1196,PRESIDENT ST            ,BROOKLYN          ,NY,11225,900
671163,724,KINGS HWY                    ,BROOKLYN          ,NY,11223,3000
705391,502,49TH ST                      ,BROOKLYN          ,NY,11220,1200
618268,6620,AVENUE U                    ,BROOKLYN          ,NY,11234,10000
702006,6309,AVENUE N                    ,BROOKLYN          ,NY,11234,800
712544,220,36TH ST FL 1 UNIT B 04 ,BROOKLYN          ,NY,11232,0
615515,159,LEE AVE                      ,BROOKLYN          ,NY,11211,2500
671968,152,ALBANY AVE                   ,BROOKLYN          ,NY,11213,3000
707696,2481,PITKIN AVE                  ,BROOKLYN          ,NY,11208,0
713550,215,MANHATTAN AVE                ,BROOKLYN          ,NY,11206,700
671286,300,WYCKOFF AVE                  ,BROOKLYN          ,NY,11237,5000
702353,1747,FULTON ST                   ,BROOKLYN          ,NY,11233,0
706599,630,FLUSHING AVE 8TH FL          ,BROOKLYN          ,NY,11206,750
709004,5313,5TH AVE                     ,BROOKLYN          ,NY,11220,0
707436,264,LEE AVE                      ,BROOKLYN          ,NY,11206,5000
615468,761,MCDONALD AVE                 ,BROOKLYN          ,NY,11218,3000
671372,445,7TH AVE                      ,BROOKLYN          ,NY,11215,800
610142,1624,AVENUE M                    ,BROOKLYN          ,NY,11230,600
711262,1850,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,2000
715059,206,7TH AVE                      ,BROOKLYN          ,NY,11215,800
706631,1468,PROSPECT PLACE              ,BROOKLYN          ,NY,11213,1200
708995,30,FLATBUSH AVE              ,BROOKLYN          ,NY,11217,11000
704273,1621,MERMAID AVE                 ,BROOKLYN          ,NY,11224,1200
670569,8510,19TH AVE                    ,BROOKLYN          ,NY,11214,800
713901,395,PEARL ST                 ,BROOKLYN          ,NY,11201,500
670115,283,RALPH AVE                    ,BROOKLYN          ,NY,11233,2000
705944,1116,FLATBUSH AVE                ,BROOKLYN          ,NY,11226,2500
670758,1657,BROADWAY                    ,BROOKLYN          ,NY,11207,10000
710849,275,SUMPTER STREET               ,BROOKLYN          ,NY,11233,900
709089,1493,ALBANY AVE                  ,BROOKLYN          ,NY,11210,600
617014,89,MONTAGUE ST                   ,BROOKLYN          ,NY,11201,500
713836,7804,20TH AVENUE                 ,BROOKLYN          ,NY,11214,5000
705294,6024,7TH AVE                     ,BROOKLYN          ,NY,11220,2000
670452,303,TOMPKINS AVE             ,BROOKLYN          ,NY,11216,2000
714429,1053,ROGERS AVE                  ,BROOKLYN          ,NY,11226,1500
710549,51,HEGEMAN AVE                   ,BROOKLYN          ,NY,11212,1200
615054,1404,ROCKAWAY PKWY               ,BROOKLYN          ,NY,11236,10000
712487,2222,PITKIN AVE                  ,BROOKLYN          ,NY,11207,5000
611169,2001,ATLANTIC AVE                ,BROOKLYN          ,NY,11233,800
709212,2061,BATH AVE                    ,BROOKLYN          ,NY,11214,1500
709246,58-60,LORRAINE ST                ,BROOKLYN          ,NY,11231,11000
670807,409-411,BRIGHTON BEACH AVE       ,BROOKLYN          ,NY,11235,3000
670549,98,WYCKOFF AVE                   ,BROOKLYN          ,NY,11237,2000
712831,548,CONEY ISLAND AVE             ,BROOKLYN          ,NY,11218,300
713882,9128,AVENUE L                    ,BROOKLYN          ,NY,11236,1200
708845,463,CONDUIT BLVD             ,BROOKLYN          ,NY,11208,3000
713756,267,BROADWAY                     ,BROOKLYN          ,NY,11211,500
671141,2218,PITKIN AVE                  ,BROOKLYN          ,NY,11207,1200
704487,49,BOGART ST UNIT Z        ,BROOKLYN          ,NY,11206,0
618441,2904,ATLANTIC AVE                ,BROOKLYN          ,NY,11207,900
706486,63,SUTTER AVE                    ,BROOKLYN          ,NY,11212,1500
709095,415,CHURCH AVE                   ,BROOKLYN          ,NY,11218,700
616590,1887,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,2800
711781,197,WYCKOFF AVE                  ,BROOKLYN          ,NY,11237,1500
708006,4406,14TH AVE                    ,BROOKLYN          ,NY,11219,1200
613040,5921,20TH AVE                    ,BROOKLYN          ,NY,11204,1800
671565,2325,FLATBUSH AVE                ,BROOKLYN          ,NY,11234,11204
707730,2520,LINDEN BLVD                 ,BROOKLYN          ,NY,11208,0
672262,6722,FORT HAMILTON PKWY          ,BROOKLYN          ,NY,11219,0
706897,2520,FLATBUSH AVE            ,BROOKLYN          ,NY,11234,5000
715094,227,HALE AVE                     ,BROOKLYN          ,NY,11208,500
705305,559,FULTON ST                ,BROOKLYN          ,NY,11201,0
672145,76,APOLLO ST           ,BROOKLYN          ,NY,11222,8000
705034,5704,5TH AVE                     ,BROOKLYN          ,NY,11220,600
704443,1048,FLATBUSH AVE                ,BROOKLYN          ,NY,11226,2000
713991,5919,4TH AVE                     ,BROOKLYN          ,NY,11220,1000
712738,245,TROY AVE                     ,BROOKLYN          ,NY,11213,1000
706019,1826,GRAVESEND NECK RD           ,BROOKLYN          ,NY,11229,1600
706016,1563,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,0
714987,187,BUFFALO AVE                  ,BROOKLYN          ,NY,11213,1000
713593,7705,13TH AVE                    ,BROOKLYN          ,NY,11228,1500
702494,290,KNICKERBOCKER AVE            ,BROOKLYN          ,NY,11237,1000
709971,6102,18TH AVE                    ,BROOKLYN          ,NY,11204,1400
709071,3111,CHURCH AVE                  ,BROOKLYN          ,NY,11226,300
714129,140,5TH AVE                  ,BROOKLYN          ,NY,11217,800
707162,7619,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11214,1000
710192,5519,5TH AVE GROUND FL           ,BROOKLYN          ,NY,11220,2000
610941,437-439,COURT ST                 ,BROOKLYN          ,NY,11231,3000
